 time            time            v(in)           v(out)         
 1.51900000e-06  1.51900000e-06  1.27375000e+00  2.49999500e+00 
 1.52100000e-06  1.52100000e-06  1.27625000e+00  2.49999500e+00 
 1.52300000e-06  1.52300000e-06  1.27875000e+00  2.49999500e+00 
 1.52500000e-06  1.52500000e-06  1.28125000e+00  2.49999500e+00 
 1.52700000e-06  1.52700000e-06  1.28375000e+00  2.49999500e+00 
 1.52900000e-06  1.52900000e-06  1.28625000e+00  2.49999500e+00 
 1.53100000e-06  1.53100000e-06  1.28875000e+00  2.49999500e+00 
 1.53300000e-06  1.53300000e-06  1.29125000e+00  2.49999500e+00 
 1.53500000e-06  1.53500000e-06  1.29375000e+00  2.49999500e+00 
 1.53700000e-06  1.53700000e-06  1.29625000e+00  2.49999500e+00 
 1.53900000e-06  1.53900000e-06  1.29875000e+00  2.49999500e+00 
 1.54100000e-06  1.54100000e-06  1.30125000e+00  2.49999500e+00 
 1.54300000e-06  1.54300000e-06  1.30375000e+00  2.49999500e+00 
 1.54500000e-06  1.54500000e-06  1.30625000e+00  2.49999500e+00 
 1.54700000e-06  1.54700000e-06  1.30875000e+00  2.49999500e+00 
 1.54900000e-06  1.54900000e-06  1.31125000e+00  2.49999500e+00 
 1.55100000e-06  1.55100000e-06  1.31375000e+00  2.49999500e+00 
 1.55300000e-06  1.55300000e-06  1.31625000e+00  2.49999500e+00 
 1.55500000e-06  1.55500000e-06  1.31875000e+00  2.49999500e+00 
 1.55700000e-06  1.55700000e-06  1.32125000e+00  2.49999500e+00 
 1.55900000e-06  1.55900000e-06  1.32375000e+00  2.49999500e+00 
 1.56100000e-06  1.56100000e-06  1.32625000e+00  2.49999500e+00 
 1.56300000e-06  1.56300000e-06  1.32875000e+00  2.49999500e+00 
 1.56500000e-06  1.56500000e-06  1.33125000e+00  2.49999500e+00 
 1.56700000e-06  1.56700000e-06  1.33375000e+00  2.49999500e+00 
 1.56900000e-06  1.56900000e-06  1.33625000e+00  2.49999500e+00 
 1.57100000e-06  1.57100000e-06  1.33875000e+00  2.49999500e+00 
 1.57300000e-06  1.57300000e-06  1.34125000e+00  2.49999500e+00 
 1.57500000e-06  1.57500000e-06  1.34375000e+00  2.49999500e+00 
 1.57700000e-06  1.57700000e-06  1.34625000e+00  2.49999500e+00 
 1.57900000e-06  1.57900000e-06  1.34875000e+00  2.49999500e+00 
 1.58100000e-06  1.58100000e-06  1.35125000e+00  2.49999500e+00 
 1.58300000e-06  1.58300000e-06  1.35375000e+00  2.49999500e+00 
 1.58500000e-06  1.58500000e-06  1.35625000e+00  2.49999500e+00 
 1.58700000e-06  1.58700000e-06  1.35875000e+00  2.49999500e+00 
 1.58900000e-06  1.58900000e-06  1.36125000e+00  2.49999500e+00 
 1.59100000e-06  1.59100000e-06  1.36375000e+00  2.49999500e+00 
 1.59300000e-06  1.59300000e-06  1.36625000e+00  2.49999500e+00 
 1.59500000e-06  1.59500000e-06  1.36875000e+00  2.49999500e+00 
 1.59700000e-06  1.59700000e-06  1.37125000e+00  2.49999500e+00 
 1.59900000e-06  1.59900000e-06  1.37375000e+00  2.49999500e+00 
 1.60100000e-06  1.60100000e-06  1.37625000e+00  2.49999500e+00 
 1.60300000e-06  1.60300000e-06  1.37875000e+00  2.49999500e+00 
 1.60500000e-06  1.60500000e-06  1.38125000e+00  2.49999500e+00 
 1.60700000e-06  1.60700000e-06  1.38375000e+00  2.49999500e+00 
 1.60900000e-06  1.60900000e-06  1.38625000e+00  2.49999500e+00 
 1.61100000e-06  1.61100000e-06  1.38875000e+00  2.49999500e+00 
 1.61300000e-06  1.61300000e-06  1.39125000e+00  2.49999500e+00 
 1.61500000e-06  1.61500000e-06  1.39375000e+00  2.49999500e+00 
 1.61700000e-06  1.61700000e-06  1.39625000e+00  2.49999500e+00 
 1.61900000e-06  1.61900000e-06  1.39875000e+00  2.49999500e+00 
 1.62100000e-06  1.62100000e-06  1.40125000e+00  2.49999500e+00 
 1.62300000e-06  1.62300000e-06  1.40375000e+00  2.49999500e+00 
 1.62500000e-06  1.62500000e-06  1.40625000e+00  2.49999500e+00 
 1.62700000e-06  1.62700000e-06  1.40875000e+00  2.49999500e+00 
 1.62900000e-06  1.62900000e-06  1.41125000e+00  2.49999500e+00 
 1.63100000e-06  1.63100000e-06  1.41375000e+00  2.49999500e+00 
 1.63300000e-06  1.63300000e-06  1.41625000e+00  2.49999500e+00 
 1.63500000e-06  1.63500000e-06  1.41875000e+00  2.49999500e+00 
 1.63700000e-06  1.63700000e-06  1.42125000e+00  2.49999500e+00 
 1.63900000e-06  1.63900000e-06  1.42375000e+00  2.49999500e+00 
 1.64100000e-06  1.64100000e-06  1.42625000e+00  2.49999500e+00 
 1.64300000e-06  1.64300000e-06  1.42875000e+00  2.49999500e+00 
 1.64500000e-06  1.64500000e-06  1.43125000e+00  2.49999500e+00 
 1.64700000e-06  1.64700000e-06  1.43375000e+00  2.49999500e+00 
 1.64900000e-06  1.64900000e-06  1.43625000e+00  2.49999500e+00 
 1.65100000e-06  1.65100000e-06  1.43875000e+00  2.49999500e+00 
 1.65300000e-06  1.65300000e-06  1.44125000e+00  2.49999500e+00 
 1.65500000e-06  1.65500000e-06  1.44375000e+00  2.49999500e+00 
 1.65700000e-06  1.65700000e-06  1.44625000e+00  2.49999500e+00 
 1.65900000e-06  1.65900000e-06  1.44875000e+00  2.49999500e+00 
 1.66100000e-06  1.66100000e-06  1.45125000e+00  2.49999500e+00 
 1.66300000e-06  1.66300000e-06  1.45375000e+00  2.49999500e+00 
 1.66500000e-06  1.66500000e-06  1.45625000e+00  2.49999500e+00 
 1.66700000e-06  1.66700000e-06  1.45875000e+00  2.49999500e+00 
 1.66900000e-06  1.66900000e-06  1.46125000e+00  2.49999500e+00 
 1.67100000e-06  1.67100000e-06  1.46375000e+00  2.49999500e+00 
 1.67300000e-06  1.67300000e-06  1.46625000e+00  2.49999500e+00 
 1.67500000e-06  1.67500000e-06  1.46875000e+00  2.49999500e+00 
 1.67700000e-06  1.67700000e-06  1.47125000e+00  2.49999500e+00 
 1.67900000e-06  1.67900000e-06  1.47375000e+00  2.49999500e+00 
 1.68100000e-06  1.68100000e-06  1.47625000e+00  2.49999500e+00 
 1.68300000e-06  1.68300000e-06  1.47875000e+00  2.49999500e+00 
 1.68500000e-06  1.68500000e-06  1.48125000e+00  2.49999500e+00 
 1.68700000e-06  1.68700000e-06  1.48375000e+00  2.49999500e+00 
 1.68900000e-06  1.68900000e-06  1.48625000e+00  2.49999500e+00 
 1.69100000e-06  1.69100000e-06  1.48875000e+00  2.49999500e+00 
 1.69300000e-06  1.69300000e-06  1.49125000e+00  2.49999500e+00 
 1.69500000e-06  1.69500000e-06  1.49375000e+00  2.49999500e+00 
 1.69700000e-06  1.69700000e-06  1.49625000e+00  2.49999500e+00 
 1.69900000e-06  1.69900000e-06  1.49875000e+00  2.49999500e+00 
 1.70100000e-06  1.70100000e-06  1.50125000e+00  2.49999500e+00 
 1.70300000e-06  1.70300000e-06  1.50375000e+00  2.49999500e+00 
 1.70500000e-06  1.70500000e-06  1.50625000e+00  2.49999500e+00 
 1.70700000e-06  1.70700000e-06  1.50875000e+00  2.49999500e+00 
 1.70900000e-06  1.70900000e-06  1.51125000e+00  2.49999500e+00 
 1.71100000e-06  1.71100000e-06  1.51375000e+00  2.49999500e+00 
 1.71300000e-06  1.71300000e-06  1.51625000e+00  2.49999500e+00 
 1.71500000e-06  1.71500000e-06  1.51875000e+00  2.49999500e+00 
 1.71700000e-06  1.71700000e-06  1.52125000e+00  2.49999500e+00 
 1.71900000e-06  1.71900000e-06  1.52375000e+00  2.49999500e+00 
 1.72100000e-06  1.72100000e-06  1.52625000e+00  2.49999500e+00 
 1.72300000e-06  1.72300000e-06  1.52875000e+00  2.49999500e+00 
 1.72500000e-06  1.72500000e-06  1.53125000e+00  2.49999500e+00 
 1.72700000e-06  1.72700000e-06  1.53375000e+00  2.49999500e+00 
 1.72900000e-06  1.72900000e-06  1.53625000e+00  2.49999500e+00 
 1.73100000e-06  1.73100000e-06  1.53875000e+00  2.49999500e+00 
 1.73300000e-06  1.73300000e-06  1.54125000e+00  2.49999500e+00 
 1.73500000e-06  1.73500000e-06  1.54375000e+00  2.49999500e+00 
 1.73700000e-06  1.73700000e-06  1.54625000e+00  2.49999500e+00 
 1.73900000e-06  1.73900000e-06  1.54875000e+00  2.49999500e+00 
 1.74100000e-06  1.74100000e-06  1.55125000e+00  2.49999500e+00 
 1.74300000e-06  1.74300000e-06  1.55375000e+00  2.49999500e+00 
 1.74500000e-06  1.74500000e-06  1.55625000e+00  2.49999500e+00 
 1.74700000e-06  1.74700000e-06  1.55875000e+00  2.49999500e+00 
 1.74900000e-06  1.74900000e-06  1.56125000e+00  2.49999500e+00 
 1.75100000e-06  1.75100000e-06  1.56375000e+00  2.49999500e+00 
 1.75300000e-06  1.75300000e-06  1.56625000e+00  2.49999500e+00 
 1.75500000e-06  1.75500000e-06  1.56875000e+00  2.49999500e+00 
 1.75700000e-06  1.75700000e-06  1.57125000e+00  2.49999500e+00 
 1.75900000e-06  1.75900000e-06  1.57375000e+00  2.49999500e+00 
 1.76100000e-06  1.76100000e-06  1.57625000e+00  2.49999500e+00 
 1.76300000e-06  1.76300000e-06  1.57875000e+00  2.49999500e+00 
 1.76500000e-06  1.76500000e-06  1.58125000e+00  2.49999500e+00 
 1.76700000e-06  1.76700000e-06  1.58375000e+00  2.49999500e+00 
 1.76900000e-06  1.76900000e-06  1.58625000e+00  2.49999500e+00 
 1.77100000e-06  1.77100000e-06  1.58875000e+00  2.49999500e+00 
 1.77300000e-06  1.77300000e-06  1.59125000e+00  2.49999500e+00 
 1.77500000e-06  1.77500000e-06  1.59375000e+00  2.49999500e+00 
 1.77700000e-06  1.77700000e-06  1.59625000e+00  2.49999500e+00 
 1.77900000e-06  1.77900000e-06  1.59875000e+00  2.49999500e+00 
 1.78100000e-06  1.78100000e-06  1.60125000e+00  1.46837338e-01 
 1.78242148e-06  1.78242148e-06  1.60302685e+00  1.36215367e-01 
 1.78371972e-06  1.78371972e-06  1.60464965e+00  1.46766697e-01 
 1.78538084e-06  1.78538084e-06  1.60672605e+00  1.36280756e-01 
 1.78738084e-06  1.78738084e-06  1.60922605e+00  1.46714488e-01 
 1.78938084e-06  1.78938084e-06  1.61172605e+00  1.36327896e-01 
 1.79138084e-06  1.79138084e-06  1.61422605e+00  1.46667561e-01 
 1.79338084e-06  1.79338084e-06  1.61672605e+00  1.36374612e-01 
 1.79538084e-06  1.79538084e-06  1.61922605e+00  1.46621057e-01 
 1.79738084e-06  1.79738084e-06  1.62172605e+00  1.36420906e-01 
 1.79938084e-06  1.79938084e-06  1.62422605e+00  1.46574972e-01 
 1.80138084e-06  1.80138084e-06  1.62672605e+00  1.36466783e-01 
 1.80338084e-06  1.80338084e-06  1.62922605e+00  1.46529302e-01 
 1.80538084e-06  1.80538084e-06  1.63172605e+00  1.36512246e-01 
 1.80738084e-06  1.80738084e-06  1.63422605e+00  1.46484044e-01 
 1.80938084e-06  1.80938084e-06  1.63672605e+00  1.36557299e-01 
 1.81138084e-06  1.81138084e-06  1.63922605e+00  1.46439195e-01 
 1.81338084e-06  1.81338084e-06  1.64172605e+00  1.36601946e-01 
 1.81538084e-06  1.81538084e-06  1.64422605e+00  1.46394749e-01 
 1.81738084e-06  1.81738084e-06  1.64672605e+00  1.36646191e-01 
 1.81938084e-06  1.81938084e-06  1.64922605e+00  1.46350704e-01 
 1.82138084e-06  1.82138084e-06  1.65172605e+00  1.36690037e-01 
 1.82338084e-06  1.82338084e-06  1.65422605e+00  1.46307057e-01 
 1.82538084e-06  1.82538084e-06  1.65672605e+00  1.36733487e-01 
 1.82738084e-06  1.82738084e-06  1.65922605e+00  1.46263803e-01 
 1.82938084e-06  1.82938084e-06  1.66172605e+00  1.36776546e-01 
 1.83138084e-06  1.83138084e-06  1.66422605e+00  1.46220939e-01 
 1.83338084e-06  1.83338084e-06  1.66672605e+00  1.36819216e-01 
 1.83538084e-06  1.83538084e-06  1.66922605e+00  1.46178461e-01 
 1.83738084e-06  1.83738084e-06  1.67172605e+00  1.36861502e-01 
 1.83938084e-06  1.83938084e-06  1.67422605e+00  1.46136366e-01 
 1.84138084e-06  1.84138084e-06  1.67672605e+00  1.36903406e-01 
 1.84338084e-06  1.84338084e-06  1.67922605e+00  1.46094651e-01 
 1.84538084e-06  1.84538084e-06  1.68172605e+00  1.36944933e-01 
 1.84738084e-06  1.84738084e-06  1.68422605e+00  1.46053312e-01 
 1.84938084e-06  1.84938084e-06  1.68672605e+00  1.36986085e-01 
 1.85138084e-06  1.85138084e-06  1.68922605e+00  1.46012346e-01 
 1.85338084e-06  1.85338084e-06  1.69172605e+00  1.37026867e-01 
 1.85538084e-06  1.85538084e-06  1.69422605e+00  1.45971749e-01 
 1.85738084e-06  1.85738084e-06  1.69672605e+00  1.37067280e-01 
 1.85938084e-06  1.85938084e-06  1.69922605e+00  1.45931518e-01 
 1.86138084e-06  1.86138084e-06  1.70172605e+00  1.37107330e-01 
 1.86338084e-06  1.86338084e-06  1.70422605e+00  1.45891649e-01 
 1.86538084e-06  1.86538084e-06  1.70672605e+00  1.37147018e-01 
 1.86738084e-06  1.86738084e-06  1.70922605e+00  1.45852140e-01 
 1.86938084e-06  1.86938084e-06  1.71172605e+00  1.37186348e-01 
 1.87138084e-06  1.87138084e-06  1.71422605e+00  1.45812988e-01 
 1.87338084e-06  1.87338084e-06  1.71672605e+00  1.37225324e-01 
 1.87538084e-06  1.87538084e-06  1.71922605e+00  1.45774188e-01 
 1.87738084e-06  1.87738084e-06  1.72172605e+00  1.37263948e-01 
 1.87938084e-06  1.87938084e-06  1.72422605e+00  1.45735738e-01 
 1.88138084e-06  1.88138084e-06  1.72672605e+00  1.37302225e-01 
 1.88338084e-06  1.88338084e-06  1.72922605e+00  1.45697635e-01 
 1.88538084e-06  1.88538084e-06  1.73172605e+00  1.37340156e-01 
 1.88738084e-06  1.88738084e-06  1.73422605e+00  1.45659875e-01 
 1.88938084e-06  1.88938084e-06  1.73672605e+00  1.37377745e-01 
 1.89138084e-06  1.89138084e-06  1.73922605e+00  1.45622456e-01 
 1.89338084e-06  1.89338084e-06  1.74172605e+00  1.37414995e-01 
 1.89538084e-06  1.89538084e-06  1.74422605e+00  1.45585374e-01 
 1.89738084e-06  1.89738084e-06  1.74672605e+00  1.37451909e-01 
 1.89938084e-06  1.89938084e-06  1.74922605e+00  1.45548626e-01 
 1.90138084e-06  1.90138084e-06  1.75172605e+00  1.37488491e-01 
 1.90338084e-06  1.90338084e-06  1.75422605e+00  1.45512210e-01 
 1.90538084e-06  1.90538084e-06  1.75672605e+00  1.37524743e-01 
 1.90738084e-06  1.90738084e-06  1.75922605e+00  1.45476122e-01 
 1.90938084e-06  1.90938084e-06  1.76172605e+00  1.37560667e-01 
 1.91138084e-06  1.91138084e-06  1.76422605e+00  1.45440360e-01 
 1.91338084e-06  1.91338084e-06  1.76672605e+00  1.37596268e-01 
 1.91538084e-06  1.91538084e-06  1.76922605e+00  1.45404919e-01 
 1.91738084e-06  1.91738084e-06  1.77172605e+00  1.37631549e-01 
 1.91938084e-06  1.91938084e-06  1.77422605e+00  1.45369799e-01 
 1.92138084e-06  1.92138084e-06  1.77672605e+00  1.37666511e-01 
 1.92338084e-06  1.92338084e-06  1.77922605e+00  1.45334995e-01 
 1.92538084e-06  1.92538084e-06  1.78172605e+00  1.37701157e-01 
 1.92738084e-06  1.92738084e-06  1.78422605e+00  1.45300505e-01 
 1.92938084e-06  1.92938084e-06  1.78672605e+00  1.37735492e-01 
 1.93138084e-06  1.93138084e-06  1.78922605e+00  1.45266325e-01 
 1.93338084e-06  1.93338084e-06  1.79172605e+00  1.37769517e-01 
 1.93538084e-06  1.93538084e-06  1.79422605e+00  1.45232454e-01 
 1.93738084e-06  1.93738084e-06  1.79672605e+00  1.37803235e-01 
 1.93938084e-06  1.93938084e-06  1.79922605e+00  1.45198888e-01 
 1.94138084e-06  1.94138084e-06  1.80172605e+00  1.37836649e-01 
 1.94338084e-06  1.94338084e-06  1.80422605e+00  1.45165625e-01 
 1.94538084e-06  1.94538084e-06  1.80672605e+00  1.37869762e-01 
 1.94738084e-06  1.94738084e-06  1.80922605e+00  1.45132662e-01 
 1.94938084e-06  1.94938084e-06  1.81172605e+00  1.37902576e-01 
 1.95138084e-06  1.95138084e-06  1.81422605e+00  1.45099996e-01 
 1.95338084e-06  1.95338084e-06  1.81672605e+00  1.37935094e-01 
 1.95538084e-06  1.95538084e-06  1.81922605e+00  1.45067624e-01 
 1.95738084e-06  1.95738084e-06  1.82172605e+00  1.37967320e-01 
 1.95938084e-06  1.95938084e-06  1.82422605e+00  1.45035545e-01 
 1.96138084e-06  1.96138084e-06  1.82672605e+00  1.37999254e-01 
 1.96338084e-06  1.96338084e-06  1.82922605e+00  1.45003754e-01 
 1.96538084e-06  1.96538084e-06  1.83172605e+00  1.38030901e-01 
 1.96738084e-06  1.96738084e-06  1.83422605e+00  1.44972250e-01 
 1.96938084e-06  1.96938084e-06  1.83672605e+00  1.38062263e-01 
 1.97138084e-06  1.97138084e-06  1.83922605e+00  1.44941031e-01 
 1.97338084e-06  1.97338084e-06  1.84172605e+00  1.38093341e-01 
 1.97538084e-06  1.97538084e-06  1.84422605e+00  1.44910092e-01 
 1.97738084e-06  1.97738084e-06  1.84672605e+00  1.38124140e-01 
 1.97938084e-06  1.97938084e-06  1.84922605e+00  1.44879433e-01 
 1.98138084e-06  1.98138084e-06  1.85172605e+00  1.38154661e-01 
 1.98338084e-06  1.98338084e-06  1.85422605e+00  1.44849050e-01 
 1.98538084e-06  1.98538084e-06  1.85672605e+00  1.38184907e-01 
 1.98738084e-06  1.98738084e-06  1.85922605e+00  1.44818941e-01 
 1.98938084e-06  1.98938084e-06  1.86172605e+00  1.38214880e-01 
 1.99138084e-06  1.99138084e-06  1.86422605e+00  1.44789103e-01 
 1.99338084e-06  1.99338084e-06  1.86672605e+00  1.38244583e-01 
 1.99538084e-06  1.99538084e-06  1.86922605e+00  1.44759535e-01 
 1.99738084e-06  1.99738084e-06  1.87172605e+00  1.38274018e-01 
 1.99938084e-06  1.99938084e-06  1.87422605e+00  1.44730232e-01 
 2.00138084e-06  2.00138084e-06  1.87672605e+00  1.38303187e-01 
 2.00338084e-06  2.00338084e-06  1.87922605e+00  1.44701195e-01 
 2.00538084e-06  2.00538084e-06  1.88172605e+00  1.38332094e-01 
 2.00738084e-06  2.00738084e-06  1.88422605e+00  1.44672419e-01 
 2.00938084e-06  2.00938084e-06  1.88672605e+00  1.38360740e-01 
 2.01138084e-06  2.01138084e-06  1.88922605e+00  1.44643902e-01 
 2.01338084e-06  2.01338084e-06  1.89172605e+00  1.38389128e-01 
 2.01538084e-06  2.01538084e-06  1.89422605e+00  1.44615642e-01 
 2.01738084e-06  2.01738084e-06  1.89672605e+00  1.38417260e-01 
 2.01938084e-06  2.01938084e-06  1.89922605e+00  1.44587638e-01 
 2.02138084e-06  2.02138084e-06  1.90172605e+00  1.38445138e-01 
 2.02338084e-06  2.02338084e-06  1.90422605e+00  1.44559885e-01 
 2.02538084e-06  2.02538084e-06  1.90672605e+00  1.38472765e-01 
 2.02738084e-06  2.02738084e-06  1.90922605e+00  1.44532383e-01 
 2.02938084e-06  2.02938084e-06  1.91172605e+00  1.38500142e-01 
 2.03138084e-06  2.03138084e-06  1.91422605e+00  1.44505129e-01 
 2.03338084e-06  2.03338084e-06  1.91672605e+00  1.38527273e-01 
 2.03538084e-06  2.03538084e-06  1.91922605e+00  1.44478121e-01 
 2.03738084e-06  2.03738084e-06  1.92172605e+00  1.38554160e-01 
 2.03938084e-06  2.03938084e-06  1.92422605e+00  1.44451356e-01 
 2.04138084e-06  2.04138084e-06  1.92672605e+00  1.38580804e-01 
 2.04338084e-06  2.04338084e-06  1.92922605e+00  1.44424832e-01 
 2.04538084e-06  2.04538084e-06  1.93172605e+00  1.38607207e-01 
 2.04738084e-06  2.04738084e-06  1.93422605e+00  1.44398548e-01 
 2.04938084e-06  2.04938084e-06  1.93672605e+00  1.38633373e-01 
 2.05138084e-06  2.05138084e-06  1.93922605e+00  1.44372501e-01 
 2.05338084e-06  2.05338084e-06  1.94172605e+00  1.38659303e-01 
 2.05538084e-06  2.05538084e-06  1.94422605e+00  1.44346688e-01 
 2.05738084e-06  2.05738084e-06  1.94672605e+00  1.38684999e-01 
 2.05938084e-06  2.05938084e-06  1.94922605e+00  1.44321108e-01 
 2.06138084e-06  2.06138084e-06  1.95172605e+00  1.38710463e-01 
 2.06338084e-06  2.06338084e-06  1.95422605e+00  1.44295759e-01 
 2.06538084e-06  2.06538084e-06  1.95672605e+00  1.38735698e-01 
 2.06738084e-06  2.06738084e-06  1.95922605e+00  1.44270638e-01 
 2.06938084e-06  2.06938084e-06  1.96172605e+00  1.38760705e-01 
 2.07138084e-06  2.07138084e-06  1.96422605e+00  1.44245744e-01 
 2.07338084e-06  2.07338084e-06  1.96672605e+00  1.38785487e-01 
 2.07538084e-06  2.07538084e-06  1.96922605e+00  1.44221074e-01 
 2.07738084e-06  2.07738084e-06  1.97172605e+00  1.38810046e-01 
 2.07938084e-06  2.07938084e-06  1.97422605e+00  1.44196626e-01 
 2.08138084e-06  2.08138084e-06  1.97672605e+00  1.38834382e-01 
 2.08338084e-06  2.08338084e-06  1.97922605e+00  1.44172399e-01 
 2.08538084e-06  2.08538084e-06  1.98172605e+00  1.38858500e-01 
 2.08738084e-06  2.08738084e-06  1.98422605e+00  1.44148391e-01 
 2.08938084e-06  2.08938084e-06  1.98672605e+00  1.38882400e-01 
 2.09138084e-06  2.09138084e-06  1.98922605e+00  1.44124599e-01 
 2.09338084e-06  2.09338084e-06  1.99172605e+00  1.38906085e-01 
 2.09538084e-06  2.09538084e-06  1.99422605e+00  1.44101021e-01 
 2.09738084e-06  2.09738084e-06  1.99672605e+00  1.38929556e-01 
 2.09938084e-06  2.09938084e-06  1.99922605e+00  1.44077656e-01 
 2.10138084e-06  2.10138084e-06  2.00172605e+00  1.38952815e-01 
 2.10338084e-06  2.10338084e-06  2.00422605e+00  1.44054502e-01 
 2.10538084e-06  2.10538084e-06  2.00672605e+00  1.38975865e-01 
 2.10738084e-06  2.10738084e-06  2.00922605e+00  1.44031556e-01 
 2.10938084e-06  2.10938084e-06  2.01172605e+00  1.38998707e-01 
 2.11138084e-06  2.11138084e-06  2.01422605e+00  1.44008817e-01 
 2.11338084e-06  2.11338084e-06  2.01672605e+00  1.39021343e-01 
 2.11538084e-06  2.11538084e-06  2.01922605e+00  1.43986283e-01 
 2.11738084e-06  2.11738084e-06  2.02172605e+00  1.39043775e-01 
 2.11938084e-06  2.11938084e-06  2.02422605e+00  1.43963953e-01 
 2.12138084e-06  2.12138084e-06  2.02672605e+00  1.39066005e-01 
 2.12338084e-06  2.12338084e-06  2.02922605e+00  1.43941823e-01 
 2.12538084e-06  2.12538084e-06  2.03172605e+00  1.39088034e-01 
 2.12738084e-06  2.12738084e-06  2.03422605e+00  1.43919894e-01 
 2.12938084e-06  2.12938084e-06  2.03672605e+00  1.39109865e-01 
 2.13138084e-06  2.13138084e-06  2.03922605e+00  1.43898162e-01 
 2.13338084e-06  2.13338084e-06  2.04172605e+00  1.39131499e-01 
 2.13538084e-06  2.13538084e-06  2.04422605e+00  1.43876626e-01 
 2.13738084e-06  2.13738084e-06  2.04672605e+00  1.39152938e-01 
 2.13938084e-06  2.13938084e-06  2.04922605e+00  1.43855284e-01 
 2.14138084e-06  2.14138084e-06  2.05172605e+00  1.39174183e-01 
 2.14338084e-06  2.14338084e-06  2.05422605e+00  1.43834134e-01 
 2.14538084e-06  2.14538084e-06  2.05672605e+00  1.39195237e-01 
 2.14738084e-06  2.14738084e-06  2.05922605e+00  1.43813175e-01 
 2.14938084e-06  2.14938084e-06  2.06172605e+00  1.39216101e-01 
 2.15138084e-06  2.15138084e-06  2.06422605e+00  1.43792405e-01 
 2.15338084e-06  2.15338084e-06  2.06672605e+00  1.39236777e-01 
 2.15538084e-06  2.15538084e-06  2.06922605e+00  1.43771823e-01 
 2.15738084e-06  2.15738084e-06  2.07172605e+00  1.39257267e-01 
 2.15938084e-06  2.15938084e-06  2.07422605e+00  1.43751425e-01 
 2.16138084e-06  2.16138084e-06  2.07672605e+00  1.39277572e-01 
 2.16338084e-06  2.16338084e-06  2.07922605e+00  1.43731212e-01 
 2.16538084e-06  2.16538084e-06  2.08172605e+00  1.39297694e-01 
 2.16738084e-06  2.16738084e-06  2.08422605e+00  1.43711181e-01 
 2.16938084e-06  2.16938084e-06  2.08672605e+00  1.39317634e-01 
 2.17138084e-06  2.17138084e-06  2.08922605e+00  1.43691331e-01 
 2.17338084e-06  2.17338084e-06  2.09172605e+00  1.39337395e-01 
 2.17538084e-06  2.17538084e-06  2.09422605e+00  1.43671660e-01 
 2.17738084e-06  2.17738084e-06  2.09672605e+00  1.39356977e-01 
 2.17938084e-06  2.17938084e-06  2.09922605e+00  1.43652166e-01 
 2.18138084e-06  2.18138084e-06  2.10172605e+00  1.39376383e-01 
 2.18338084e-06  2.18338084e-06  2.10422605e+00  1.43632847e-01 
 2.18538084e-06  2.18538084e-06  2.10672605e+00  1.39395614e-01 
 2.18738084e-06  2.18738084e-06  2.10922605e+00  1.43613703e-01 
 2.18938084e-06  2.18938084e-06  2.11172605e+00  1.39414672e-01 
 2.19138084e-06  2.19138084e-06  2.11422605e+00  1.43594732e-01 
 2.19338084e-06  2.19338084e-06  2.11672605e+00  1.39433558e-01 
 2.19538084e-06  2.19538084e-06  2.11922605e+00  1.43575931e-01 
 2.19738084e-06  2.19738084e-06  2.12172605e+00  1.39452273e-01 
 2.19938084e-06  2.19938084e-06  2.12422605e+00  1.43557300e-01 
 2.20138084e-06  2.20138084e-06  2.12672605e+00  1.39470820e-01 
 2.20338084e-06  2.20338084e-06  2.12922605e+00  1.43538837e-01 
 2.20538084e-06  2.20538084e-06  2.13172605e+00  1.39489200e-01 
 2.20738084e-06  2.20738084e-06  2.13422605e+00  1.43520541e-01 
 2.20938084e-06  2.20938084e-06  2.13672605e+00  1.39507414e-01 
 2.21138084e-06  2.21138084e-06  2.13922605e+00  1.43502409e-01 
 2.21338084e-06  2.21338084e-06  2.14172605e+00  1.39525463e-01 
 2.21538084e-06  2.21538084e-06  2.14422605e+00  1.43484441e-01 
 2.21738084e-06  2.21738084e-06  2.14672605e+00  1.39543350e-01 
 2.21938084e-06  2.21938084e-06  2.14922605e+00  1.43466635e-01 
 2.22138084e-06  2.22138084e-06  2.15172605e+00  1.39561076e-01 
 2.22338084e-06  2.22338084e-06  2.15422605e+00  1.43448989e-01 
 2.22538084e-06  2.22538084e-06  2.15672605e+00  1.39578642e-01 
 2.22738084e-06  2.22738084e-06  2.15922605e+00  1.43431503e-01 
 2.22938084e-06  2.22938084e-06  2.16172605e+00  1.39596049e-01 
 2.23138084e-06  2.23138084e-06  2.16422605e+00  1.43414174e-01 
 2.23338084e-06  2.23338084e-06  2.16672605e+00  1.39613300e-01 
 2.23538084e-06  2.23538084e-06  2.16922605e+00  1.43397001e-01 
 2.23738084e-06  2.23738084e-06  2.17172605e+00  1.39630395e-01 
 2.23938084e-06  2.23938084e-06  2.17422605e+00  1.43379983e-01 
 2.24138084e-06  2.24138084e-06  2.17672605e+00  1.39647336e-01 
 2.24338084e-06  2.24338084e-06  2.17922605e+00  1.43363119e-01 
 2.24538084e-06  2.24538084e-06  2.18172605e+00  1.39664124e-01 
 2.24738084e-06  2.24738084e-06  2.18422605e+00  1.43346407e-01 
 2.24938084e-06  2.24938084e-06  2.18672605e+00  1.39680761e-01 
 2.25138084e-06  2.25138084e-06  2.18922605e+00  1.43329845e-01 
